Year,Cause Name,State,Deaths
1999,Alzheimer's disease,Louisiana,683
2009,Alzheimer's disease,New Jersey,1872
1999,Alzheimer's disease,Tennessee,944
2013,Diabetes,District of Columbia,108
2016,Diabetes,Nevada,580
2016,Diabetes,New Hampshire,316
2015,Diabetes,New Hampshire,308
2015,Diabetes,New Jersey,1933
2011,Diabetes,Wisconsin,1197
2012,Influenza and pneumonia,Alabama,942
2004,Influenza and pneumonia,Kansas,562
2008,Influenza and pneumonia,Maryland,1008
2015,Influenza and pneumonia,Missouri,1337
2004,Influenza and pneumonia,Ohio,2204
2001,Influenza and pneumonia,Pennsylvania,2735
2008,Influenza and pneumonia,Virginia,1324
2001,Kidney disease,Illinois,2178
2008,Kidney disease,Massachusetts,1377
2011,Kidney disease,Missouri,1245
2007,Kidney disease,South Carolina,806
2009,Kidney disease,Texas,3694
2000,Kidney disease,Virginia,1118
2000,Kidney disease,West Virginia,378
2016,Suicide,Kansas,514
2006,Suicide,New Mexico,352
2009,Suicide,Utah,449
2004,Alzheimer's disease,Alaska,48
2001,Alzheimer's disease,Delaware,135
2000,Alzheimer's disease,Maryland,811
2010,CLRD,Hawaii,296
2008,Diabetes,Arizona,1173
2002,Diabetes,Colorado,659
2008,Diabetes,Georgia,1496
2014,Diabetes,New Hampshire,300
2011,Diabetes,New York,3988
2011,Influenza and pneumonia,Hawaii,325
2012,Influenza and pneumonia,Kansas,624
2009,Influenza and pneumonia,Kansas,594
2001,Influenza and pneumonia,Maine,269
2007,Influenza and pneumonia,Maryland,994
2013,Influenza and pneumonia,Massachusetts,1551
2001,Influenza and pneumonia,New Hampshire,216
2013,Influenza and pneumonia,Oklahoma,759
2008,Influenza and pneumonia,Utah,343
2007,Kidney disease,Massachusetts,1361
2013,Kidney disease,Missouri,1305
2004,Kidney disease,North Carolina,1470
1999,Kidney disease,Pennsylvania,2680
2013,Kidney disease,Virginia,1547
2014,Suicide,Arizona,1244
2007,Suicide,Nevada,471
2013,Suicide,South Dakota,147
2010,Alzheimer's disease,Florida,4831
2002,Alzheimer's disease,Florida,4052
2005,Alzheimer's disease,Nevada,310
1999,Alzheimer's disease,North Dakota,155
2000,Alzheimer's disease,United States,49558
2009,Diabetes,Alaska,84
2000,Diabetes,Connecticut,683
2015,Diabetes,Delaware,215
2000,Diabetes,Iowa,630
2009,Diabetes,Wyoming,105
2009,Influenza and pneumonia,California,6394
2012,Influenza and pneumonia,Mississippi,565
2014,Influenza and pneumonia,Missouri,1321
2016,Influenza and pneumonia,Nevada,567
2012,Influenza and pneumonia,West Virginia,425
2014,Influenza and pneumonia,Wyoming,113
2013,Kidney disease,Georgia,1652
2004,Kidney disease,Kansas,554
2002,Kidney disease,Massachusetts,1297
1999,Suicide,New Mexico,318
2014,Suicide,West Virginia,359
1999,Alzheimer's disease,Iowa,706
2008,Alzheimer's disease,Maryland,1016
2004,Alzheimer's disease,Nevada,292
2011,Alzheimer's disease,New Jersey,1960
2008,Alzheimer's disease,New Jersey,1857
2007,Alzheimer's disease,New Jersey,1823
1999,Alzheimer's disease,Ohio,2099
2004,Diabetes,Colorado,696
2008,Diabetes,Wisconsin,1152
2006,Influenza and pneumonia,Connecticut,800
2000,Influenza and pneumonia,Hawaii,221
2004,Influenza and pneumonia,Indiana,1136
2014,Influenza and pneumonia,Kansas,637
2000,Influenza and pneumonia,New Mexico,290
2008,Influenza and pneumonia,Rhode Island,257
2015,Influenza and pneumonia,South Dakota,213
2004,Influenza and pneumonia,South Dakota,179
2008,Influenza and pneumonia,Texas,3554
2006,Influenza and pneumonia,Texas,3342
2014,Kidney disease,Alabama,1011
2000,Kidney disease,Indiana,1084
2007,Kidney disease,Missouri,1184
2015,Suicide,Arizona,1276
2016,Suicide,Arkansas,555
2011,Suicide,Idaho,281
2012,Suicide,Nevada,524
2009,Suicide,New Mexico,376
2016,Alzheimer's disease,District of Columbia,120
2014,Alzheimer's disease,District of Columbia,119
2004,Alzheimer's disease,Maryland,905
2004,Alzheimer's disease,New Jersey,1711
2014,Alzheimer's disease,Pennsylvania,3486
2003,Alzheimer's disease,Pennsylvania,2952
2007,Diabetes,Arizona,1159
2015,Diabetes,Maryland,1243
2011,Diabetes,New Hampshire,280
2014,Diabetes,Rhode Island,252
2007,Diabetes,Wisconsin,1136
2010,Influenza and pneumonia,Georgia,1456
2016,Influenza and pneumonia,New York,4513
2013,Influenza and pneumonia,North Carolina,1931
1999,Kidney disease,Georgia,1142
2009,Kidney disease,Missouri,1223
2007,Kidney disease,Pennsylvania,2965
2012,Kidney disease,Virginia,1523
2001,Kidney disease,West Virginia,391
2000,Suicide,New Mexico,327
2010,Suicide,Utah,473
2014,Alzheimer's disease,Connecticut,923
2002,Alzheimer's disease,Maryland,866
2013,Alzheimer's disease,Nevada,448
2000,Alzheimer's disease,Rhode Island,242
2006,Diabetes,Hawaii,271
2013,Diabetes,Virginia,1626
2011,Diabetes,Wyoming,108
2001,Influenza and pneumonia,Kansas,561
2006,Influenza and pneumonia,United States,56326
2006,Influenza and pneumonia,Virginia,1281
2007,Influenza and pneumonia,West Virginia,408
2004,Influenza and pneumonia,Wisconsin,1141
2013,Influenza and pneumonia,Wyoming,112
2015,Kidney disease,Alabama,1040
2016,Kidney disease,Georgia,1864
2012,Kidney disease,Georgia,1612
2011,Kidney disease,Georgia,1571
2016,Kidney disease,Indiana,1411
2013,Kidney disease,Indiana,1352
2005,Kidney disease,Missouri,1156
2002,Kidney disease,New Jersey,1662
2002,Kidney disease,North Carolina,1437
2009,Kidney disease,Pennsylvania,3054
2010,Kidney disease,Texas,3878
2005,Kidney disease,Virginia,1277
2016,Suicide,Missouri,1133
2015,Suicide,Nevada,558
2011,Suicide,Nevada,516
2000,Alzheimer's disease,South Dakota,179
1999,Alzheimer's disease,Texas,2833
2000,Diabetes,Colorado,635
1999,Diabetes,Connecticut,691
2010,Diabetes,Illinois,2507
2014,Diabetes,Virginia,1683
2013,Diabetes,Wisconsin,1285
2010,Diabetes,Wyoming,105
2007,Influenza and pneumonia,Iowa,749
2012,Influenza and pneumonia,North Carolina,1899
2014,Influenza and pneumonia,North Dakota,174
2005,Influenza and pneumonia,Rhode Island,253
2014,Kidney disease,Georgia,1742
2003,Kidney disease,Illinois,2297
2003,Kidney disease,New Jersey,1696
2004,Kidney disease,Virginia,1249
2011,Suicide,Oklahoma,693
2003,Alzheimer's disease,Arkansas,552
2002,Alzheimer's disease,Arkansas,551
2002,Alzheimer's disease,California,5421
2003,Alzheimer's disease,Delaware,147
2008,Alzheimer's disease,Florida,4743
2004,Alzheimer's disease,Florida,4307
2016,Alzheimer's disease,Massachusetts,1708
2009,Alzheimer's disease,New Mexico,373
2001,Alzheimer's disease,New Mexico,297
2015,Diabetes,Florida,5403
2008,Diabetes,Hawaii,286
2015,Diabetes,Minnesota,1221
2006,Diabetes,New York,3848
2012,Diabetes,Virginia,1603
2011,Influenza and pneumonia,Alabama,951
2000,Influenza and pneumonia,Colorado,607
2013,Influenza and pneumonia,Louisiana,892
2013,Influenza and pneumonia,Nevada,513
2004,Influenza and pneumonia,Pennsylvania,2938
2004,Influenza and pneumonia,Texas,3209
2013,Influenza and pneumonia,Utah,413
2005,Kidney disease,North Carolina,1561
2013,Kidney disease,West Virginia,450
2013,Suicide,Colorado,1007
2013,Suicide,Nevada,541
2003,Suicide,New Mexico,343
2014,Suicide,Oregon,782
2010,Alzheimer's disease,District of Columbia,114
2007,Alzheimer's disease,Florida,4644
2005,Alzheimer's disease,Maryland,958
2005,Alzheimer's disease,New Mexico,327
2000,Alzheimer's disease,Virginia,1094
2009,Diabetes,Georgia,1582
2016,Diabetes,Illinois,2781
2014,Diabetes,Illinois,2712
2009,Diabetes,Iowa,702
2004,Diabetes,Massachusetts,1329
2014,Diabetes,Minnesota,1193
2013,Diabetes,New Hampshire,310
2009,Diabetes,New Hampshire,276
2014,Diabetes,Vermont,154
2010,Influenza and pneumonia,Alabama,942
2008,Influenza and pneumonia,Alabama,912
2012,Influenza and pneumonia,Kentucky,879
2013,Influenza and pneumonia,Missouri,1352
2015,Influenza and pneumonia,North Carolina,2115
2009,Influenza and pneumonia,North Carolina,1752
2007,Influenza and pneumonia,North Carolina,1645
2002,Influenza and pneumonia,North Dakota,162
2007,Influenza and pneumonia,South Dakota,189
2000,Influenza and pneumonia,Washington,1010
2004,Kidney disease,Illinois,2339
2014,Kidney disease,Indiana,1392
2006,Kidney disease,Massachusetts,1406
2008,Kidney disease,North Carolina,1729
2001,Kidney disease,Pennsylvania,2838
2003,Kidney disease,Virginia,1244
2009,Suicide,Colorado,941
2009,Suicide,Nevada,505
2001,Suicide,Nevada,387
2014,Suicide,Vermont,124
2014,Alzheimer's disease,Florida,5874
1999,Alzheimer's disease,Georgia,1080
2001,Alzheimer's disease,Michigan,1803
2001,Alzheimer's disease,Rhode Island,251
2012,Diabetes,Alaska,107
2001,Diabetes,Colorado,667
2014,Diabetes,District of Columbia,119
2013,Diabetes,Minnesota,1163
2010,Diabetes,Virginia,1530
2014,Influenza and pneumonia,Alabama,1031
2007,Influenza and pneumonia,Alabama,898
2005,Influenza and pneumonia,Delaware,162
2011,Influenza and pneumonia,Kansas,647
2012,Influenza and pneumonia,New York,4404
2003,Influenza and pneumonia,Washington,1086
2004,Kidney disease,Arkansas,562
2009,Kidney disease,South Carolina,893
2010,Suicide,Idaho,290
2004,Suicide,Montana,175
2004,Suicide,New Mexico,356
2013,Alzheimer's disease,Alaska,72
2001,Alzheimer's disease,Alaska,44
2003,Alzheimer's disease,Florida,4316
1999,Alzheimer's disease,Indiana,1106
2014,Alzheimer's disease,New Mexico,442
2012,Alzheimer's disease,Pennsylvania,3505
2011,CLRD,Hawaii,318
2013,Diabetes,Rhode Island,258
2002,Influenza and pneumonia,Hawaii,246
2015,Influenza and pneumonia,Kansas,682
2011,Influenza and pneumonia,Louisiana,851
2005,Influenza and pneumonia,Michigan,1950
2006,Influenza and pneumonia,New Mexico,353
2001,Influenza and pneumonia,North Dakota,162
2005,Kidney disease,Illinois,2402
2015,Kidney disease,Indiana,1450
2004,Suicide,Nevada,440
2015,Alzheimer's disease,Connecticut,966
2004,Alzheimer's disease,Delaware,155
2002,Alzheimer's disease,District of Columbia,107
2014,Alzheimer's disease,Massachusetts,1688
2002,Alzheimer's disease,Missouri,1187
2005,Alzheimer's disease,New Jersey,1815
2008,Alzheimer's disease,New Mexico,366
2001,Alzheimer's disease,Oklahoma,682
2001,Alzheimer's disease,West Virginia,398
2006,Diabetes,Connecticut,782
2007,Diabetes,Hawaii,291
2013,Diabetes,Iowa,747
2012,Diabetes,Wisconsin,1289
2012,Influenza and pneumonia,Nevada,496
2000,Influenza and pneumonia,Vermont,119
2010,Influenza and pneumonia,West Virginia,436
2003,Influenza and pneumonia,Wisconsin,1165
2002,Kidney disease,Illinois,2328
2006,Kidney disease,Kansas,594
2009,Kidney disease,Nevada,446
2002,Kidney disease,Virginia,1236
2012,Suicide,Idaho,297
2016,Suicide,North Dakota,140
2011,Alzheimer's disease,Pennsylvania,3496
2009,CLRD,Hawaii,303
2003,Diabetes,Colorado,708
2004,Diabetes,Connecticut,767
2013,Diabetes,Maryland,1249
2012,Diabetes,Minnesota,1165
2008,Diabetes,Minnesota,1087
2012,Diabetes,Montana,233
2010,Diabetes,Montana,227
2007,Diabetes,Rhode Island,248
2014,Diabetes,Wisconsin,1352
2013,Influenza and pneumonia,Kentucky,919
2008,Influenza and pneumonia,North Carolina,1737
2003,Influenza and pneumonia,Ohio,2330
2002,Influenza and pneumonia,Pennsylvania,2957
2001,Kidney disease,Indiana,1149
2005,Kidney disease,Massachusetts,1410
2008,Kidney disease,Missouri,1274
2007,Kidney disease,North Carolina,1723
2006,Kidney disease,North Carolina,1661
2011,Kidney disease,West Virginia,445
2015,Suicide,Arkansas,577
2014,Suicide,Oklahoma,736
2015,Alzheimer's disease,District of Columbia,129
2014,Alzheimer's disease,Montana,253
2000,Alzheimer's disease,Tennessee,1024
2002,Alzheimer's disease,West Virginia,405
2008,CLRD,Hawaii,293
1999,Diabetes,Colorado,639
2010,Diabetes,Delaware,196
2014,Diabetes,Florida,5371
2013,Diabetes,Florida,5238
2012,Diabetes,Florida,5092
2015,Diabetes,Illinois,2817
2012,Diabetes,Illinois,2706
2014,Diabetes,Kansas,643
2012,Diabetes,Maryland,1218
2016,Diabetes,Minnesota,1265
2014,Diabetes,Montana,250
2004,Diabetes,New York,3913
2009,Diabetes,Vermont,143
2013,Influenza and pneumonia,Alabama,1035
2009,Influenza and pneumonia,Alabama,952
2008,Influenza and pneumonia,California,6560
2009,Influenza and pneumonia,Georgia,1500
2004,Influenza and pneumonia,Michigan,1957
2010,Influenza and pneumonia,Mississippi,567
2007,Influenza and pneumonia,Nevada,408
2005,Influenza and pneumonia,Pennsylvania,3068
2003,Influenza and pneumonia,Pennsylvania,3010
2005,Influenza and pneumonia,South Carolina,771
2006,Influenza and pneumonia,Utah,343
2014,Kidney disease,Arkansas,672
2015,Kidney disease,Georgia,1881
2010,Kidney disease,Missouri,1305
1999,Kidney disease,Nevada,298
2009,Kidney disease,North Carolina,1828
2008,Kidney disease,Pennsylvania,3138
2013,Suicide,Idaho,308
2002,Suicide,New Mexico,349
2006,Alzheimer's disease,Florida,4689
2002,Alzheimer's disease,Illinois,2398
1999,Alzheimer's disease,Kentucky,728
2006,Alzheimer's disease,New Mexico,348
2004,Alzheimer's disease,New Mexico,328
2001,Alzheimer's disease,United States,53852
2010,Alzheimer's disease,Utah,375
2016,Diabetes,Alaska,124
2005,Diabetes,Colorado,753
2010,Diabetes,Iowa,733
2014,Diabetes,New Jersey,2062
2012,Diabetes,New Jersey,1988
2001,Influenza and pneumonia,Colorado,650
2007,Influenza and pneumonia,Illinois,2550
2006,Influenza and pneumonia,Iowa,770
2015,Influenza and pneumonia,Kentucky,967
2004,Influenza and pneumonia,Rhode Island,260
2013,Kidney disease,Alabama,1057
2010,Kidney disease,Illinois,2612
2000,Kidney disease,Kentucky,756
2006,Kidney disease,Pennsylvania,3084
2002,Kidney disease,Pennsylvania,2944
2016,Kidney disease,West Virginia,481
2001,Suicide,Montana,175
2006,Suicide,Nevada,486
2016,Suicide,West Virginia,362
2007,Suicide,Wyoming,101
2005,Alzheimer's disease,Florida,4608
2013,Alzheimer's disease,Massachusetts,1699
2013,Alzheimer's disease,Utah,412
2014,Diabetes,Alaska,113
2013,Diabetes,Delaware,218
2011,Diabetes,Illinois,2693
2014,Diabetes,Missouri,1423
2009,Diabetes,Montana,228
2013,Diabetes,New Jersey,2043
2016,Diabetes,North Dakota,171
2015,Diabetes,Wisconsin,1382
2007,Influenza and pneumonia,Georgia,1407
2003,Influenza and pneumonia,Michigan,1941
2001,Influenza and pneumonia,Montana,193
2002,Influenza and pneumonia,New Hampshire,237
2005,Influenza and pneumonia,New Mexico,353
1999,Influenza and pneumonia,North Dakota,157
2005,Influenza and pneumonia,Ohio,2416
2012,Kidney disease,Alabama,1035
2011,Kidney disease,Indiana,1367
2007,Suicide,Montana,196
2011,Suicide,Utah,502
2015,Alzheimer's disease,Hawaii,422
2002,Alzheimer's disease,Rhode Island,264
2016,Diabetes,Florida,5782
2009,Diabetes,Hawaii,308
2004,Diabetes,Iowa,700
2001,Diabetes,New York,3844
2011,Diabetes,Virginia,1643
2009,Diabetes,Virginia,1560
2015,Influenza and pneumonia,Alabama,1097
2006,Influenza and pneumonia,Alabama,918
2002,Influenza and pneumonia,Alaska,51
2008,Influenza and pneumonia,Indiana,1318
2001,Influenza and pneumonia,Maryland,928
2005,Influenza and pneumonia,Montana,213
2014,Influenza and pneumonia,New York,4702
2005,Influenza and pneumonia,North Dakota,172
1999,Influenza and pneumonia,Oregon,695
2000,Influenza and pneumonia,South Carolina,699
2005,Influenza and pneumonia,Utah,333
2010,Influenza and pneumonia,Wyoming,109
2007,Kidney disease,Illinois,2536
2006,Kidney disease,Illinois,2502
2014,Kidney disease,Kentucky,968
2010,Kidney disease,Nevada,471
2010,Kidney disease,North Carolina,1892
2003,Kidney disease,Pennsylvania,3013
2006,Kidney disease,South Carolina,846
2015,Suicide,Colorado,1093
2003,Suicide,Montana,180
2011,Alzheimer's disease,District of Columbia,120
2003,Alzheimer's disease,Nevada,309
2006,Alzheimer's disease,Pennsylvania,3311
2009,Alzheimer's disease,Utah,371
2010,Diabetes,Alaska,86
2006,Diabetes,Arizona,1206
2012,Diabetes,Kansas,639
2016,Diabetes,Maryland,1358
2007,Diabetes,Minnesota,1084
2012,Diabetes,Missouri,1377
1999,Influenza and pneumonia,Alaska,46
2006,Influenza and pneumonia,Arizona,1166
2000,Influenza and pneumonia,District of Columbia,111
1999,Influenza and pneumonia,Hawaii,229
2007,Influenza and pneumonia,Missouri,1289
2006,Influenza and pneumonia,Rhode Island,268
2014,Influenza and pneumonia,West Virginia,473
2008,Kidney disease,Illinois,2576
2007,Kidney disease,Indiana,1293
2008,Kidney disease,Kansas,620
2012,Kidney disease,Kentucky,933
2016,Kidney disease,Missouri,1483
2014,Kidney disease,Missouri,1452
2005,Kidney disease,South Carolina,823
2006,Kidney disease,Virginia,1400
2014,Kidney disease,West Virginia,479
2014,Suicide,Nevada,573
1999,Unintentional injuries,Massachusetts,1303
2005,Alzheimer's disease,District of Columbia,112
2000,Alzheimer's disease,Iowa,769
2000,Alzheimer's disease,Ohio,2295
2013,Alzheimer's disease,Virginia,1642
2010,Diabetes,California,7061
2001,Diabetes,Connecticut,759
2011,Diabetes,Florida,5093
2013,Diabetes,Illinois,2798
1999,Diabetes,Iowa,684
2015,Diabetes,Missouri,1468
2013,Diabetes,Montana,250
2005,Diabetes,New York,4051
2002,Diabetes,New York,3934
2006,Diabetes,Wisconsin,1212
2007,Influenza and pneumonia,California,6546
2001,Influenza and pneumonia,Indiana,1184
2007,Influenza and pneumonia,Massachusetts,1538
2007,Influenza and pneumonia,Mississippi,554
2009,Influenza and pneumonia,Missouri,1330
2011,Influenza and pneumonia,Nevada,499
2010,Influenza and pneumonia,Oklahoma,778
2004,Influenza and pneumonia,South Carolina,770
2009,Influenza and pneumonia,West Virginia,443
2015,Kidney disease,Kentucky,998
2004,Kidney disease,Pennsylvania,3067
2009,Kidney disease,Virginia,1521
2007,Kidney disease,Virginia,1439
2012,Kidney disease,West Virginia,471
2012,Suicide,Colorado,1052
2006,Suicide,Montana,189
2008,Suicide,Nevada,528
2002,Suicide,Nevada,423
2013,Alzheimer's disease,District of Columbia,130
2013,Alzheimer's disease,Illinois,2919
2012,Alzheimer's disease,Illinois,2865
2012,Alzheimer's disease,Massachusetts,1713
2006,Alzheimer's disease,Massachusetts,1560
2000,Alzheimer's disease,Massachusetts,1433
2015,Alzheimer's disease,New Jersey,2260
2011,Alzheimer's disease,New Mexico,423
2012,Alzheimer's disease,Rhode Island,299
2001,Alzheimer's disease,Virginia,1184
2005,CLRD,Hawaii,287
2009,Diabetes,California,6979
2014,Diabetes,Delaware,226
2016,Diabetes,District of Columbia,127
2016,Diabetes,Idaho,375
2013,Diabetes,Kansas,654
2014,Diabetes,Maryland,1305
2000,Diabetes,Massachusetts,1361
2009,Diabetes,Missouri,1335
1999,Diabetes,New York,3799
2015,Diabetes,Vermont,159
2008,Diabetes,Virginia,1534
2008,Influenza and pneumonia,Georgia,1498
2010,Influenza and pneumonia,Nevada,471
2003,Influenza and pneumonia,New Jersey,1823
2000,Influenza and pneumonia,North Dakota,166
2001,Influenza and pneumonia,South Dakota,188
2011,Influenza and pneumonia,West Virginia,455
2015,Kidney disease,Arkansas,707
2012,Kidney disease,Arkansas,674
2008,Kidney disease,Delaware,189
2005,Kidney disease,Pennsylvania,3108
2010,Suicide,Nevada,547
2005,Suicide,Nevada,480
2007,Alzheimer's disease,Minnesota,1179
2015,Alzheimer's disease,New Mexico,483
2002,Alzheimer's disease,New Mexico,325
2012,Alzheimer's disease,Utah,411
2002,Alzheimer's disease,Utah,303
2000,Alzheimer's disease,Wisconsin,1177
1999,Alzheimer's disease,Wisconsin,1170
2007,CLRD,Hawaii,299
2011,Diabetes,Iowa,770
2010,Diabetes,Maryland,1191
1999,Diabetes,Massachusetts,1354
2009,Diabetes,New Jersey,1959
2014,Diabetes,North Dakota,176
